photo_id,business_id,caption,label
p2fs8P29AnBdu1LIIQTO6A,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
MWGxfEtPuJUmnlKZtRbfgg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
2qaJbIii1VhFyh4gTDfFxQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
yvDedIeIjEhHuDVRtzr9Iw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
3hCMYKkrjJCImfL2DBkBVw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
pmk8XTmES1ch0dgOmxCcgw,Qmwfg-PtYuCo5Q_IwcA_HQ,,inside
kBCCqd1T9qxCd72TdT6yUw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
2VOPZiJgS8DyIrSYlN6tCQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
mZXRL57f-GVc06y3UaaDaw,Qmwfg-PtYuCo5Q_IwcA_HQ,,drink
-3v-gR27YvmZ7o4_-7-lhA,Qmwfg-PtYuCo5Q_IwcA_HQ,,drink
AcTjxOEi_DeBj3Eg9bj1zQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Interior,inside
NXzAdfHSqz2jtDNE0JBomA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
z49g_aT1T_OrNZDpvkh3IA,Qmwfg-PtYuCo5Q_IwcA_HQ,Kyukyoku - Ultimate fresh pieces,food
mIF-NJrJKyoj27nY2G9kvw,Qmwfg-PtYuCo5Q_IwcA_HQ,Kyukyoku - Ultimate fresh pieces,food
DXA0NgQkw6pQD4f_hnF_yg,Qmwfg-PtYuCo5Q_IwcA_HQ,Sashimi,food
FjKIgZKb4fB7nbhQ5XcCDw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
X9ICBGKnxqDg57utb3gDfQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
l2qYhotuzX0YB4KnIHzqfA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
XtubVayB86GjY28Ha_HrdA,Qmwfg-PtYuCo5Q_IwcA_HQ,"Aburicious - 2 ebi, 2 saba, 2 salmon, 2 JaBistroll",food
JUJAOyNEQVJJILSDxm90dQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
DCHuDIus2q3lAR7dhyUV6w,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
x38kzW9o5exdrH_xny4fUw,Qmwfg-PtYuCo5Q_IwcA_HQ,Lobster platter,food
LGogRcsvDM2ZtuohDZXIng,Qmwfg-PtYuCo5Q_IwcA_HQ,Oshizushi,inside
KSzAvBHAnzQ-EcZvZT-sZg,Qmwfg-PtYuCo5Q_IwcA_HQ,Lobster platter,food
ep-pHGb1sqLjCg7I6zkyIQ,Qmwfg-PtYuCo5Q_IwcA_HQ,"Aburicious - 2 ebi, 2 saba, 2 salmon, 2 JaBistroll",food
xyD5nXd1UBe4SKPOm326aA,Qmwfg-PtYuCo5Q_IwcA_HQ,$50 sashimi platter with lobster,food
yVpBwSg83t5DygIWrQC1ng,Qmwfg-PtYuCo5Q_IwcA_HQ,"Black plate - aburi, White plate- nama",food
jwd1BE15UnI_02eLShHklg,Qmwfg-PtYuCo5Q_IwcA_HQ,Lobster Miso Soup,food
rQuo7iAv_1554A9wQdzDHw,Qmwfg-PtYuCo5Q_IwcA_HQ,Inside the restaurant.,inside
LlaKHEMx1fcZUgBfFIq-Lg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
gzAOjbJrQukzVXYHMrDJ2w,Qmwfg-PtYuCo5Q_IwcA_HQ,Wagyu,food
M_Ukb8c8PYt6X7Yik2pjcQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Aburi Salmon,food
o3jyLEDGOOmMXDUcJUFvjA,Qmwfg-PtYuCo5Q_IwcA_HQ,Chutoro,food
lqtiIH7355g7K4f9695CWQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Hamachi,food
7WgmWZhIi-nfR1Lldvh0Ag,Qmwfg-PtYuCo5Q_IwcA_HQ,Kinmedai,food
XU4vp713rIiSU5Ju01X8FA,Qmwfg-PtYuCo5Q_IwcA_HQ,Lobster,food
r_g9naMy1kSYOdOtCOjnVA,Qmwfg-PtYuCo5Q_IwcA_HQ,O-toro,food
3l9b6lCGf0EdTtquLHI4NQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,drink
9tIiUWD5JAti9LzmWczqiA,Qmwfg-PtYuCo5Q_IwcA_HQ,NegiToro Maki (Bluefin Tuna),food
pIjFfEfdsCcMuY9dcsvbeg,Qmwfg-PtYuCo5Q_IwcA_HQ,Sashimi Platter,food
kU_lOx9f5qwwuzHoQg9tRA,Qmwfg-PtYuCo5Q_IwcA_HQ,"JaBistroll ($22)- salmon, snow crab, uni, cucumber, tobiko",food
nwMhyRX54gkahv_eduHSrQ,Qmwfg-PtYuCo5Q_IwcA_HQ,"Ja Bistroll ($22) - salmon, snow crab, uni, cucumber, tobiko",food
T_RgPE3G0mOkTSYLKYzmjQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Sushi bar,inside
PH8ZvXwc_QFU1qBkZqgNSg,Qmwfg-PtYuCo5Q_IwcA_HQ,Aburicious,food
C6dQMKTfzU6Sln6yzIk2hQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
hGqbara7tgPxQ8LeZUd4Wg,Qmwfg-PtYuCo5Q_IwcA_HQ,Sashimi platter $50,food
8I560cnNvHfMupLRDXueVA,Qmwfg-PtYuCo5Q_IwcA_HQ,uni on angus beef sashimi,food
d-aW8w5B6M1dVu5AVYoe4A,Qmwfg-PtYuCo5Q_IwcA_HQ,Aburi,food
C5Z89tvecclMgcO8bFWDsA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
84uAoXmwCutobyDO384faQ,Qmwfg-PtYuCo5Q_IwcA_HQ,"Appetizer, sashimi in chunk? U kidding me?",food
sS5r8wjWRx49vDHVygHe9Q,Qmwfg-PtYuCo5Q_IwcA_HQ,Grilled cod,food
94d_V9LfCHRacofIeSsnWg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
_P7GKWhg0OMSqqY2mRfMYw,Qmwfg-PtYuCo5Q_IwcA_HQ,,outside
w5kfH-uXTb-9SzEE9WTKoA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
BiNzlGmAl0gzM9vYV5hkLA,Qmwfg-PtYuCo5Q_IwcA_HQ,Kinkalicious: Hokkaido Salad,food
BadluLIWG4Mo53kLsCSvsg,Qmwfg-PtYuCo5Q_IwcA_HQ,Kinkalicious: Lobster Miso Soup,food
GWKt9QcHTO4lCPqeCaGSXg,Qmwfg-PtYuCo5Q_IwcA_HQ,Kinkalicious: Sashimi platter---Can't get enough of that ocean trout,food
T1H7GZqlXetvD01tAwqoGw,Qmwfg-PtYuCo5Q_IwcA_HQ,Kinkalicious: Gindara ---The scallion cream sauce was a nice twist,food
r8jrL-6Z_vtrxUCPUYnkYw,Qmwfg-PtYuCo5Q_IwcA_HQ,"Kinkalicious: Nama classic and aburi nigiri/oshizushi + Japanese mackerel, geoduck, and sea bass daily specials",food
LPhXSibmBtC4cqQIy38BCg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
ayeEyPg-E4ynDU21mLC7eQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Lobster platter,food
JbS5gxbQMNs9_755YktrNg,Qmwfg-PtYuCo5Q_IwcA_HQ,Salmon Ozisushi,food
dCSBPg1Zl4OfuEeEICC1wQ,Qmwfg-PtYuCo5Q_IwcA_HQ,JaBistroll,food
PKchBbhV6VRvmrhCC63dTw,Qmwfg-PtYuCo5Q_IwcA_HQ,100 Sashimi Platter,food
uTruMA2pbGES3BQqsR8_og,Qmwfg-PtYuCo5Q_IwcA_HQ,Aburicious,food
bmjzm7x_AsrGcgXRDR8jFg,Qmwfg-PtYuCo5Q_IwcA_HQ,80 Lobster Platter,food
KWA8zSBQmXpipmXQWxZZGg,Qmwfg-PtYuCo5Q_IwcA_HQ,Jabistroll,food
xzqeIZPtwOdC5FcAQ70rfg,Qmwfg-PtYuCo5Q_IwcA_HQ,Aburi and Nama,food
oS8_MzRIhyZftEsTA3MoUQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Matcha Brownie,food
DpeeFsfcG5CC-_LaR4toCA,Qmwfg-PtYuCo5Q_IwcA_HQ,aburicious,food
uRpDC87usJFs5Q2hy4lxxw,Qmwfg-PtYuCo5Q_IwcA_HQ,Rooftop patio,outside
ImkxjKX-Qhbz4djxz-1FAQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Seafood Appetizer Platter,food
jPValish9CAP-Hq9ANb2tw,Qmwfg-PtYuCo5Q_IwcA_HQ,Sushi   3 nigiri and 4 aburi,food
acD6TED4iTeFeh67w_1bBg,Qmwfg-PtYuCo5Q_IwcA_HQ,Rooftop patio,outside
2zE7nI09ibNcV6V8OlULTA,Qmwfg-PtYuCo5Q_IwcA_HQ,Sashimi Sampler,food
pNDR3p3swTpDHpGkVFRx2g,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
UFPCj4q7tyWUaNOTz7JvrA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
LSeFnpsUDZLA40f3btRkPQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
rOBfhfJA2T2nyo1hPDaEYQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
Duh10YK-QLWocyh9z1MY-Q,Qmwfg-PtYuCo5Q_IwcA_HQ,Ocean trout,food
jfO6yWwjgE-NxhNnrLnAhg,Qmwfg-PtYuCo5Q_IwcA_HQ,Jabistroll,food
wfHWcEgYsCm0pKSBzG9yfA,Qmwfg-PtYuCo5Q_IwcA_HQ,Jabistroll,food
KbuSNXYcQMvWLj8Obz0D5Q,Qmwfg-PtYuCo5Q_IwcA_HQ,Salmon and shrimp sushi,food
iYY4FxEQMkA6aAAe6h2MKg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
4wIaKp6i6f6VfxigS8XroA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
VTM_PjEN7UxxjSAkEHLfUQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
VOzlpxIdhWjW3jEUAaHEqA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
tjviBQo6rQmwrZ1ZMCgQZQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
rraykhf7idpdDhpkVYS9mA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
cZ4erovElaNTd-bnxmqClg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
wO_tpURUhQTor_Enzl1Nfg,Qmwfg-PtYuCo5Q_IwcA_HQ,ABURICIOUS AND PRESS SALMON. VERY TASTY,food
BO9tcPotBQPvA4shDEwz1g,Qmwfg-PtYuCo5Q_IwcA_HQ,Ebi and Salmon Oshizushi,inside
VF6FRaGKkZWEWtuuXxXSSA,Qmwfg-PtYuCo5Q_IwcA_HQ,"Course 4  dessert: Vanilla ice cream, matcha mousse cake",food
RMPTjgxmddOjhzs5LUBqbQ,Qmwfg-PtYuCo5Q_IwcA_HQ,"Ebi Nanban, Ika Karamari, Tai kama, miso soup",food
XD6IRC7BtRzCeu6RkJCrNQ,Qmwfg-PtYuCo5Q_IwcA_HQ,100 sashimi platter,food
5r3mD_N67phtFQ7XfDZONw,Qmwfg-PtYuCo5Q_IwcA_HQ,Hokkaido salad,food
9wUfa766dL88173-uxin2A,Qmwfg-PtYuCo5Q_IwcA_HQ,Lobster platter,food
K0Rtj1EkRFgu2DxHia0opQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
fHm3TleopHuoqqUv35ci4A,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
3EMePoVBizjCdGFCYoN_1w,Qmwfg-PtYuCo5Q_IwcA_HQ,Ebi Nanban,food
y77z5US1oNc-n3kFlz1nGg,Qmwfg-PtYuCo5Q_IwcA_HQ,jabistroll,food
GxSoLr5fXeY8oF-DIrWucA,Qmwfg-PtYuCo5Q_IwcA_HQ,Jabistro,food
tLkI43_it0-GaJZKxlkZTw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
MXimIKfD0pjyLIaqxtzwIQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
kJeGXAnwpBy2QtSPlJqghA,Qmwfg-PtYuCo5Q_IwcA_HQ,Large lobster platter,food
tH5j1GK_zr_j2WdYB7ZYkw,Qmwfg-PtYuCo5Q_IwcA_HQ,Jabistroll!!! Tori nanban chicken with tartar sauce,food
zg8veKFcwlJ99lFnfVlf4g,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
TQ780DULpKXGZgOzTj7J3A,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
ZT_q88ZFn4GPV-DF66YqCA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
rkLhemRvKFn6Tsbv7fGezg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
k8QWyAMahmcEdwiCE-LkKg,Qmwfg-PtYuCo5Q_IwcA_HQ,Huge piece of toro.... Was tempted to eat it all.,inside
uNlasgLjFMQUrl39cW61xQ,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
Io7mrc_ojKuTKVHyW4DaSw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
VP4Bew-cAMjtlL6pk9EoDA,Qmwfg-PtYuCo5Q_IwcA_HQ,"Large lobster platter, stormy nashi, asahi super dry",food
UKuEtt_d8zyj64y8ceaRbA,Qmwfg-PtYuCo5Q_IwcA_HQ,"Chef's choice, soooo fresh!",food
OkyyTS7pcQhon1M5fwLITw,Qmwfg-PtYuCo5Q_IwcA_HQ,Aburicious,food
8z_rP9Ul9-FQvj86nPQz4A,Qmwfg-PtYuCo5Q_IwcA_HQ,Bar,inside
R0KWjlubi6Ru_eqVXiSymw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
Ej5D4xjZN4nEFYzwRSWPhw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
ya0_RkkJENlgGWcXaIG8Mw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
aDUk1yKR7riRnQCk1_U_kw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
AYXO8Cgk_yQTAwEMjOlp2A,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
KtRaqLQQ69VkuYJk5ftIgw,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
6m9zdWqT_koTTYqMTVT5FQ,Qmwfg-PtYuCo5Q_IwcA_HQ,Aburicious,food
_n4mtPCk5HVSCGzQLfb8PA,Qmwfg-PtYuCo5Q_IwcA_HQ,Sashimi sampler,food
HP31jYg7D__GdzLeFcsJZA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
R6xzl6n1tBVDJxaGfNgpHA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
RZo2aU5nHALdZJE2w_hfXg,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
ScX6Pb3JMxNTHrSW3QqY7g,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
EfYaJHrO9T7mDxWCuwNQ0g,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
Kx-a4KSg7B-srx0N3iI5fA,Qmwfg-PtYuCo5Q_IwcA_HQ,,food
skVxIRervx-qwfuMp2bsnA,eTSDLmdRkhynYxSQlDqS9g,,inside
B7vRXRIbfW-CafbMpNTLXg,eTSDLmdRkhynYxSQlDqS9g,,inside
KiorsaSZBPGqBTjvtXj_aw,eTSDLmdRkhynYxSQlDqS9g,,inside
VZ9l3M13mfl5kUHPGAFDVw,eTSDLmdRkhynYxSQlDqS9g,,food
Jv25hSi7cZhDb3H4xhTIdg,eTSDLmdRkhynYxSQlDqS9g,,food
mB2oFO8cewb5IF21jnWexg,eTSDLmdRkhynYxSQlDqS9g,,food
pM2KOWgh_NQPOCaHqh7vAQ,LYuY6kXhZzFtxR51eUiRvQ,,food
AYofF4q2_J1l1Fzdd-yLbw,LYuY6kXhZzFtxR51eUiRvQ,,food
Hw_PWGnGURigxCss4yOxCQ,LYuY6kXhZzFtxR51eUiRvQ,Organic Cedar Atlantic Salmon,food
n-yBGb34usJTq3ssWQQgcQ,LYuY6kXhZzFtxR51eUiRvQ,,food
EwPIzP2dhUL80YbjOC-zmw,LYuY6kXhZzFtxR51eUiRvQ,,food
XWKvF7uznT0rULkTrvkgYg,LYuY6kXhZzFtxR51eUiRvQ,,food
KyZ79oQhld2dQdDbyBmeGA,LYuY6kXhZzFtxR51eUiRvQ,Brome Lake Duck Confit with vegetable Ratatoulli,food
9c2zzMXXF61oMQUpu5f30w,LYuY6kXhZzFtxR51eUiRvQ,Mini Chicken Pot Pie,food
NVXbf5LsyiF175pxNzldRA,LYuY6kXhZzFtxR51eUiRvQ,Ontario & Quebec Cheese Board,food
3BgYthEMwlp0dwbbWvI5_A,LYuY6kXhZzFtxR51eUiRvQ,Vegan & Gluten Free King Oyster Mushroom Gnocchi tossed in a Roasted Red Pepper Emulsion garnished with Summer Peas,food
dqdS8uRvyK16kqroWkuDfQ,LYuY6kXhZzFtxR51eUiRvQ,,food
VsX1u93zy7btKDALo5teIQ,LYuY6kXhZzFtxR51eUiRvQ,,food
k6yeECRqX0elQw6CZC0x3A,LYuY6kXhZzFtxR51eUiRvQ,,food
g63nyE6GrN9Kn6wMssQJdQ,LYuY6kXhZzFtxR51eUiRvQ,,food
m4YByX8x-vzSww-yflh-ow,LYuY6kXhZzFtxR51eUiRvQ,,food
n9tJcfn93tTCV8kLRDOPBg,WxFlZz0b31IrRpwzAeQ_TQ,,inside
L9q7C8_Pt5X_T4-X612F-A,WxFlZz0b31IrRpwzAeQ_TQ,,inside
r0R4wZVbRQHFuwwqF7zCpA,QNfh79NwsNnl-AngRhg2ww,Takoyaki,food
zgXdIOMsfx-y0X9NxCJlWA,QNfh79NwsNnl-AngRhg2ww,Goma ramen salad with spicy cod roe,food
7NA8b0zapStOwq-7cSzrPQ,QNfh79NwsNnl-AngRhg2ww,,food
AOMwnjZvJoKUd2ocKZFq6A,QNfh79NwsNnl-AngRhg2ww,Seared scallop carpaccio,food
EpCywmnbGDf9NLkdAOOrmQ,QNfh79NwsNnl-AngRhg2ww,Maguro carpaccio - very basic,food
5XyxxeW-l2wRlJTiSAJa1g,QNfh79NwsNnl-AngRhg2ww,Flavorful ramen,food
Zcrjn8Q4cPR6kgIukdi3hg,QNfh79NwsNnl-AngRhg2ww,,food
jpyr-EZzsdV9W68f3G8o3Q,QNfh79NwsNnl-AngRhg2ww,,food
6EhgVTd3JrQrV9vXUulQGQ,QNfh79NwsNnl-AngRhg2ww,Spicy Chopped Tuna Battera,food
McXinwrACectFUtlA9v0ZA,QNfh79NwsNnl-AngRhg2ww,Mmmm pork kakuni rice bowl ($12.8),food
F7FB35DD4xIk_WliNNu9dQ,QNfh79NwsNnl-AngRhg2ww,Negitoro avocado bowl ($11.8),food
TbX9j2L9PUKAm8LNlVAt8A,QNfh79NwsNnl-AngRhg2ww,Omurice,food
d-itQ-VoexPPJJ1gXzBYCw,QNfh79NwsNnl-AngRhg2ww,Cheesecake and mango sorbet,food
bQX8aytc1rIzr-2MrTVvXQ,QNfh79NwsNnl-AngRhg2ww,,food
ugZA47C-0liYoB4bGhpAWQ,QNfh79NwsNnl-AngRhg2ww,,food
SCGAy2DqeczcF8B4i1wULA,QNfh79NwsNnl-AngRhg2ww,Sashimi,food
RYOF22lNTKNtOHuW_8eJXA,QNfh79NwsNnl-AngRhg2ww,Cod,food
A0olzKDkSU_rVdBLlGjmpA,QNfh79NwsNnl-AngRhg2ww,Shooter,food
gOO6Feh2jKke807cae0MsQ,QNfh79NwsNnl-AngRhg2ww,,food
RDJY_LzoTY-Fndpc245LqQ,QNfh79NwsNnl-AngRhg2ww,Wagyu,food
smPipD_ObI2Jt8aM4ZuNMQ,QNfh79NwsNnl-AngRhg2ww,Wagyu,food
1twXLcqs7YU20LSm52iteg,QNfh79NwsNnl-AngRhg2ww,Kaisen,food
GMK7j2NaXorXy0EsFpC0NQ,QNfh79NwsNnl-AngRhg2ww,,inside
68ctKA7C3EC-lo60NSQdJw,QNfh79NwsNnl-AngRhg2ww,Uni don,food
GSLW6s2KeKNcr5ujVf-xNg,QNfh79NwsNnl-AngRhg2ww,sake,drink
6YtntNUyguKnK_f_UFYcGA,QNfh79NwsNnl-AngRhg2ww,Pork Kakuni don,food
hFh565O-KlEQMZsStBAYFA,QNfh79NwsNnl-AngRhg2ww,Grapes as dessert,food
-9LwfzQ0ZoFk0RM12O4xCw,QNfh79NwsNnl-AngRhg2ww,Lightly torched toro,food
1CNOXEagonqZQHlaYQzwCA,QNfh79NwsNnl-AngRhg2ww,Beef tongue on hot stone.,food
n64tKZphDqoKvenL0r7fBg,QNfh79NwsNnl-AngRhg2ww,,food
Wm_VxgJWpFZBDpZv0GHPlA,QNfh79NwsNnl-AngRhg2ww,Unagi don,food
EpGt73w1ysXtR7pX9e2QhA,QNfh79NwsNnl-AngRhg2ww,,food
GnLhEnYCi4Wi8-WaT5JWrQ,QNfh79NwsNnl-AngRhg2ww,best uni don,food
GYqp4HGIKmwTkFiNAG8ImQ,QNfh79NwsNnl-AngRhg2ww,,food
a6CaVeOvDTOnZaGhEAGHrQ,QNfh79NwsNnl-AngRhg2ww,KatsuDon lunch,food
5Nq-cAvLeEjkzj5Ueh4UIQ,QNfh79NwsNnl-AngRhg2ww,,drink
CIp_bA2AnCj3-z8Fw84-6Q,QNfh79NwsNnl-AngRhg2ww,,food
MIDSbdF4XOHE-JJGZq9Vqw,QNfh79NwsNnl-AngRhg2ww,,food
kq7tq7QCaqKkwXL0roe8Dg,QNfh79NwsNnl-AngRhg2ww,,food
IIIPIAGQpgMWdY87_AMuAA,QNfh79NwsNnl-AngRhg2ww,,drink
HIL-JPCtASr6ktmybTAGBA,QNfh79NwsNnl-AngRhg2ww,,food
uYWN3CUt3DcRgo60maE7Rw,QNfh79NwsNnl-AngRhg2ww,,food
kOPdzFIlwOn-fdWjgNuqfw,QNfh79NwsNnl-AngRhg2ww,,food
2xRb7xMlZZvfeGuiuNDtXg,QNfh79NwsNnl-AngRhg2ww,Beef tongue!,food
ySDOuwy6dvPo_HGSdH-MhQ,QNfh79NwsNnl-AngRhg2ww,Pineapple cocktail,food
0k_6yUTwpR4endhhW7-AQg,QNfh79NwsNnl-AngRhg2ww,Otona no pudding - half size,food
BZ1X5mjUwrzAuaCyyuGtzw,QNfh79NwsNnl-AngRhg2ww,Black sesame ice cream - half size,food
AUofyNkBRgRZy-1h5_Gohg,QNfh79NwsNnl-AngRhg2ww,Stone grilled beef tongue,food
q4zX4Ug-qOGfe9poj4Gz3A,QNfh79NwsNnl-AngRhg2ww,Daily special - mabo deep fried sticky rice,food
Pi7zidINxB-iZfIrbmO8rA,QNfh79NwsNnl-AngRhg2ww,Hamachi carpaccio,food
7Zp-ZudcH2gZLWBLl296MA,QNfh79NwsNnl-AngRhg2ww,Izakaya at Kingyo,food
1jViHACLkC2DcHxuO4bjkg,QNfh79NwsNnl-AngRhg2ww,Duck Special (I can't find the actual name),food
xarFV1rde3RCzEmhtvrXcw,QNfh79NwsNnl-AngRhg2ww,Tuna roll,food
f6xLKo_g0vEkk1eayGsxkA,QNfh79NwsNnl-AngRhg2ww,Stone bowl seafood sea urchin don,food
Six8EL7MeJ6ldkQlLpv0kg,QNfh79NwsNnl-AngRhg2ww,Deep-fried seaweed calamari,food
w-VT2kPhs13W2UtaIcPalA,rgG2k-8qHXuO4ZKhC1AmIA,Tasty fresh naan,food
GsXNiiRyIIcKuEDdHN8Agg,rgG2k-8qHXuO4ZKhC1AmIA,Delicious butter chicken,food
BXAgGFtu8O0u7-h2thzkUw,rgG2k-8qHXuO4ZKhC1AmIA,,food
ycts0U2YDSvI1XDVttY4tQ,rgG2k-8qHXuO4ZKhC1AmIA,,food
el3nAvJvkD46XVcUBgBMDw,rgG2k-8qHXuO4ZKhC1AmIA,Chicken roast (half) with basmati rice and vegetables. Yummm!,food
_7MpUCfyGEnbMFH0FCdhcA,rgG2k-8qHXuO4ZKhC1AmIA,A generous serving of the Chicken Roast with basmati rice and salad. Delicious!,food
xEWgH2iRjX8hN7aM-Sa98w,rgG2k-8qHXuO4ZKhC1AmIA,,food
CKpHz4x1t0hwdHCrSBAHyg,rgG2k-8qHXuO4ZKhC1AmIA,,food
d2PvYhIP0gtAgutqEsVZ5w,rgG2k-8qHXuO4ZKhC1AmIA,,food
2VhqCXkiXx1d_ARsAKqs6A,rgG2k-8qHXuO4ZKhC1AmIA,,food
AY-6DN47x6Q4g5KQwbCGTw,rgG2k-8qHXuO4ZKhC1AmIA,,food
wvHw3Rtt23vTrHLml6el9A,rgG2k-8qHXuO4ZKhC1AmIA,,food
3t67tg4zlTgWc3b-WysPlg,rgG2k-8qHXuO4ZKhC1AmIA,Chicken breast with rice and salad.,food
4WK1ZV0Y8T6iY1AhXsmacA,rgG2k-8qHXuO4ZKhC1AmIA,Chicken poutine,food
Ogt9YlmSXHTLFQxN--Xi2w,rgG2k-8qHXuO4ZKhC1AmIA,Tandoori Chicken,food
knzmYw3mjI_wrQA0QvTqXA,rgG2k-8qHXuO4ZKhC1AmIA,"Tandoori chicken, without the bones",food
4JIAsk2xMPSsV4CVtVMqQA,rgG2k-8qHXuO4ZKhC1AmIA,"Butter chicken, yum! You can see it's seasoned with some cream",food
iZbDCHvEJYZm7LO8VZ6Grg,rgG2k-8qHXuO4ZKhC1AmIA,So good.,food
_i5nUR6CfdR4lfpAa-prRw,rgG2k-8qHXuO4ZKhC1AmIA,"I LOVED the garlic naan. In my opinion, having garlic naan with butter chicken is the way to go!",food
SGNDtbtg-EZeH3qTnOILkA,LnSjzFXh1GrOObsRP6LhBQ,,food
ExX8Bjey00eYOjbesZldpw,LnSjzFXh1GrOObsRP6LhBQ,,inside
GY6eh1e6avufTdBzXiNIIg,LnSjzFXh1GrOObsRP6LhBQ,Can't yet enough. Love this place,food
UWCMEZB8mwfNFHrPh1YJzw,gtcsOodbmk4E0TulYHnlHA,,inside
muxz3e9MalNA7MjnDAk7-w,gtcsOodbmk4E0TulYHnlHA,Patio!,outside
YR-A7zTs-G-5cyQMJFjElw,gtcsOodbmk4E0TulYHnlHA,Cortado,drink
b-N2g2oGGf1iNYp-DutZ3A,gtcsOodbmk4E0TulYHnlHA,Cute patio picnic table,outside
xK-XJZqlX35rC3r5u3aCHg,cWGk2R8rNw7-X_DpNaBeCQ,,inside
LMG5Xdb_08Jx_H47_6xVNQ,cWGk2R8rNw7-X_DpNaBeCQ,,outside
0YYZYXmj2ShnQOrO1phXAg,cWGk2R8rNw7-X_DpNaBeCQ,,inside
9iwrlzxv6nj_rz_hpm4NDw,cWGk2R8rNw7-X_DpNaBeCQ,Kale Salad,food
L_-hzKjMveX-CKZhz4isbg,cWGk2R8rNw7-X_DpNaBeCQ,,drink
427IcnXJmbpo_A0oa2Yz3g,cWGk2R8rNw7-X_DpNaBeCQ,Baja Fries,food
9x3WJQxGhvOsIo1R0k9xcA,cWGk2R8rNw7-X_DpNaBeCQ,Shrimp Po'Boy,food
44V_Klz7ShjUF_WbAkYlLg,cWGk2R8rNw7-X_DpNaBeCQ,,drink
8PxW_9WYDKuQrHTEuoEblg,cWGk2R8rNw7-X_DpNaBeCQ,Cali Baja Taco,food
XfRi7pzA7pXmlHbpFmCa0g,cWGk2R8rNw7-X_DpNaBeCQ,Grouper Taco,food
8sjq3saCMgqyvBIoH5eN7A,cWGk2R8rNw7-X_DpNaBeCQ,Cod and mahi mahi taco.,food
KXl-TTbICTsvY3y_d2yJSw,Vd0MqEllhqMQmZVDsTTzAg,,food
fi3c_nlK1wgBUwH664h1hA,Vd0MqEllhqMQmZVDsTTzAg,,inside
